,prediction
10345,0.3068966
6370,0.19911586
9314,0.08439446
4448,0.6761583
4471,0.62414193
1347,0.6033803
15200,0.6461881
18760,0.67473847
21549,0.59701204
653,0.6382774
410,0.6973439
7518,0.36253697
9072,0.15790813
18570,0.83146024
12777,0.59366024
19238,0.7969542
15731,0.7978928
15842,0.4088077
16372,0.73699135
9171,0.8327221
7013,0.32518765
6264,0.9794636
12049,0.95234835
12472,0.5452862
7221,0.32531124
7369,0.40191332
8899,0.106427364
9830,0.85794055
6543,0.87665707
15150,0.5336287
10542,0.530691
12283,0.4899412
632,0.74706495
396,0.60593563
9767,0.7203343
21369,0.48764864
1187,0.7457304
1762,0.6567869
9221,0.26872984
9471,0.116484374
13449,0.71987766
19099,0.7990399
15705,0.98885673
18996,0.58533704
1421,0.578268
6725,0.35669753
4559,0.61183333
3114,0.6522801
12985,0.97840756
16019,0.672096
7531,0.5816275
12539,0.41134402
12533,0.52848655
3182,0.45530328
231,0.64273065
12111,0.24922742
419,0.64238274
8934,0.28130552
1070,0.60477483
3497,0.5044867
4164,0.5271793
6994,0.43319258
16282,0.4349344
17879,0.36452153
10324,0.88845354
4204,0.5036761
4553,0.64097637
18520,0.5786731
1159,0.8061853
1593,0.77755314
19137,0.85406345
4412,0.61928767
4623,0.5730425
6047,0.32459244
14948,0.50311494
12801,0.38076356
1006,0.81269115
3826,0.6394339
4755,0.6080623
6335,0.8654938
4379,0.66087514
12227,0.23335256
6433,0.7741525
9521,0.6281139
6250,0.9569635
16546,0.9467346
12134,0.65129286
6884,0.6421945
19403,0.83516204
9342,0.7124331
6494,0.39288327
12170,0.89940745
12386,0.49834788
12737,0.4182692
19535,0.60564023
9205,0.3581668
4415,0.5425847
7403,0.68697333
848,0.57928693
17965,0.5676146
9915,0.10707976
3524,0.5943674
651,0.72324145
15949,0.5044815
18008,0.7735821
3599,0.4908827
1138,0.6954083
1095,0.6627849
15142,0.5563456
7226,0.62275386
20734,0.6535731
9316,0.9043603
7239,0.6733747
21275,0.64206386
15084,0.38449812
3462,0.5295228
127,0.7421941
15945,0.92306966
21261,0.5883438
15413,0.4365995
12617,0.4890858
4684,0.6202755
18872,0.7532397
7528,0.912207
9809,0.30722198
21248,0.5913493
3534,0.5860522
18513,0.5673107
3145,0.6140033
10533,0.14459279
3618,0.52579075
870,0.7476624
9590,0.6171808
15853,0.6218957
3597,0.39743048
21285,0.63893026
21582,0.55975586
5998,0.35002962
5981,0.41566062
12920,0.86477596
120,0.66035676
9926,0.42267558
21485,0.6687834
18297,0.6250238
3858,0.5653133
6432,0.84449995
12233,0.7123665
6739,0.5315387
10519,0.99228936
7053,0.9296449
20859,0.67362463
21471,0.5906273
15145,0.93544453
17985,0.6559278
6551,0.58150023
16,0.820986
3560,0.60450804
10002,0.64269984
6509,0.21765232
17932,0.82232726
11910,0.30116126
20955,0.55927515
13506,0.25340965
15999,0.84523755
21174,0.6747864
7195,0.2168426
19285,0.70531493
6652,0.85701466
6315,0.44489172
13096,0.4057375
7096,0.68054575
16375,0.6704339
4114,0.60404164
12043,0.3712382
3712,0.5762785
7257,0.24901429
10289,0.1454665
10562,0.15894541
3609,0.6213188
4482,0.4680166
10206,0.13781925
9728,0.194981
12901,0.30479848
7583,0.94675106
21481,0.61397666
13086,0.7715067
937,0.83477265
13036,0.7650147
6420,0.37780213
16406,0.8880455
500,0.76777977
4215,0.489151
9384,0.16663313
21312,0.5397061
12705,0.614212
11884,0.9733704
3926,0.5211887
9706,0.1190092
20852,0.6232567
18249,0.58424723
3116,0.5456726
6245,0.76443386
501,0.6835081
12378,0.34807116
12853,0.44190532
21553,0.641504
16101,0.69410306
6204,0.93536586
3154,0.47634506
4091,0.5736278
9241,0.2303367
9998,0.29653895
17920,0.56667656
15491,0.7507952
714,0.76178527
18058,0.84909314
3087,0.49968752
12644,0.85208976
1601,0.68476677
13315,0.5634017
5992,0.4519341
13188,0.4379806
9917,0.9665654
3146,0.4556708
13549,0.73189354
6435,0.30472457
19259,0.7272236
9970,0.20199484
9825,0.14931975
1024,0.73969704
1665,0.84578055
16302,0.70081544
13058,0.42045277
18702,0.9198393
21560,0.7333838
12290,0.8053382
6542,0.8446707
9723,0.5395521
15573,0.7401226
12838,0.7120028
1199,0.69046575
14939,0.1373428
12344,0.26068014
18622,0.5914555
3801,0.32806632
6795,0.2995821
15560,0.90594923
1753,0.6019008
3380,0.5626522
15398,0.93067044
19497,0.39314368
10229,0.7301708
12653,0.51842046
51,0.6694139
9312,0.911202
9294,0.43605146
15918,0.92331445
12021,0.6210161
6372,0.5407177
12247,0.6782253
12392,0.51345646
9884,0.7308385
4728,0.5997487
21032,0.6503573
19177,0.62526363
12220,0.55976516
15255,0.42141205
3667,0.5179912
4459,0.661405
1327,0.7834943
15993,0.34819505
10118,0.58661556
15435,0.8938283
16288,0.24107634
2992,0.29252252
12010,0.63635373
7059,0.79909164
330,0.79066974
12059,0.5135696
10215,0.75526404
4125,0.62622875
1649,0.7272561
18090,0.6362089
1268,0.61265576
6632,0.34633318
12154,0.8494633
9596,0.5627369
3512,0.5963257
3739,0.453323
7091,0.3408954
4767,0.49418998
16520,0.14311375
13458,0.9702471
1500,0.7352602
19,0.16382213
21346,0.58751655
3426,0.27326515
3406,0.6441204
12034,0.6544059
18377,0.86039174
11874,0.7585881
339,0.79863304
15146,0.45544103
12937,0.8325066
7346,0.60676986
9535,0.28692183
15821,0.6718411
1690,0.7277086
15476,0.91403544
1270,0.69305027
18141,0.62525916
19036,0.46942416
13167,0.2753415
3153,0.6401678
13103,0.57801133
277,0.7666756
3650,0.6398913
3580,0.47700837
1523,0.5378154
3698,0.65070146
9014,0.90296537
9510,0.43376863
447,0.80440253
20795,0.6338663
12473,0.44159088
6940,0.9250087
20988,0.6217362
12929,0.5652533
6151,0.75560796
4030,0.62700564
6928,0.2365231
7234,0.43800727
15555,0.43523672
1689,0.58833855
335,0.64138573
614,0.6128482
4401,0.64037955
15249,0.8841812
9024,0.2569792
3052,0.6512716
3316,0.66655904
19140,0.7721466
12840,0.97910863
6755,0.589633
6528,0.42579356
9387,0.8083149
18387,0.79478186
9707,0.7866656
3073,0.6749262
16242,0.75989586
4307,0.5882618
11841,0.47417125
21067,0.6970344
21264,0.59639573
13237,0.7843487
20892,0.5850126
9685,0.37463275
15982,0.8479624
12947,0.5002263
718,0.78267324
18742,0.6029582
3480,0.5153236
15000,0.97077596
19030,0.64540654
16003,0.71234286
19520,0.69049
15295,0.6444073
14925,0.8264019
6836,0.5390394
15014,0.18930557
6891,0.61213154
10265,0.990591
18259,0.4025106
18165,0.8601216
16216,0.37842774
903,0.6286865
20899,0.6025331
10268,0.14394063
20923,0.56553286
9197,0.33583352
15473,0.47626424
3975,0.5839736
20982,0.5311387
18551,0.30487663
18710,0.529569
12543,0.5600771
13531,0.8718324
8902,0.8288433
11977,0.22382234
3315,0.6149957
16463,0.5881693
4642,0.57931066
4009,0.27953348
9089,0.75468194
4422,0.60390085
21151,0.51523745
6465,0.4748861
16184,0.38163647
13325,0.7576112
18499,0.87170833
15043,0.81782687
10360,0.06748797
6736,0.5987811
16165,0.5585353
18768,0.46542135
3874,0.5161773
12607,0.53516424
12528,0.37243703
1714,0.58543557
9941,0.15941912
18368,0.58611715
21436,0.6017717
1191,0.6903007
17964,0.82264423
6276,0.8398868
18109,0.35572648
3325,0.64204496
13078,0.9383841
92,0.7590919
20773,0.6207102
15958,0.34493983
13149,0.9070867
9789,0.73784804
1614,0.7230998
6571,0.8250442
7159,0.69520813
13433,0.5035339
785,0.7498063
349,0.64183927
10322,0.28802612
21116,0.6187128
15432,0.5651274
6466,0.51266694
9438,0.8783558
16257,0.8652364
217,0.75506
19404,0.6753231
12249,0.24505691
16379,0.32920867
19065,0.7467362
15818,0.494945
13060,0.490513
18497,0.8001813
7585,0.3547234
15657,0.46653318
3045,0.62186736
9597,0.6710424
4775,0.32272047
9739,0.83227986
15516,0.645618
9628,0.6705232
1471,0.6722048
15113,0.10916751
14995,0.89574337
18672,0.72219
15161,0.9141842
8944,0.26169443
6981,0.6765462
3094,0.5712123
9484,0.37695742
16294,0.95247626
16298,0.51071924
12105,0.78721577
21619,0.15972404
13300,0.74706715
20737,0.5983379
1087,0.7772454
1590,0.7963544
1503,0.6928194
19420,0.63046116
4046,0.64923936
12256,0.8949843
4185,0.70675546
8952,0.23863353
7663,0.93720186
6222,0.39625275
6186,0.43837935
13422,0.66083896
3877,0.642336
251,0.7592107
19475,0.88797337
9008,0.8598566
1026,0.76269805
15401,0.55315405
16509,0.7220331
247,0.7461302
19254,0.5657376
21130,0.7269195
18001,0.48398304
15299,0.18124813
15488,0.5005667
9271,0.2897151
12945,0.5094848
18675,0.8004781
618,0.7276353
3907,0.59097093
20763,0.6712342
7380,0.65516394
10132,0.9691694
1505,0.74689007
9105,0.35197455
3743,0.5432688
15905,0.63943875
10328,0.13768172
18628,0.7442827
4544,0.56573296
3475,0.5288723
6272,0.6837586
9336,0.47991714
12500,0.70089626
18701,0.8782731
18649,0.69470596
747,0.64718574
15914,0.5414094
13016,0.88717663
9076,0.08712621
4181,0.46480206
18964,0.81277645
19228,0.4477826
13251,0.6853145
837,0.672328
7674,0.65943176
19145,0.8311183
19191,0.67501205
18339,0.8740855
21133,0.63476
6597,0.92444193
21277,0.48573717
6558,0.37670538
3572,0.39987737
9528,0.10013704
13179,0.7575135
15520,0.7974781
13393,0.42797077
15640,0.8633963
15558,0.68404174
6604,0.4080306
19361,0.559146
16632,0.38608125
932,0.8274952
9856,0.87818706
6527,0.61771125
1754,0.8042839
15102,0.8043472
19524,0.78405315
18137,0.5530319
15079,0.7138641
3488,0.57855344
18416,0.75961715
19473,0.855928
6773,0.36655223
15225,0.9737786
15522,0.7099078
6670,0.23038447
1286,0.59356195
19310,0.46131393
18285,0.5753074
14850,0.3863374
9023,0.3174077
4117,0.63017505
1617,0.6875304
3259,0.33415127
16405,0.9219816
6986,0.6226164
16483,0.8908737
214,0.6941534
7180,0.3827558
7656,0.3651749
1482,0.57640237
15965,0.9288396
16248,0.57714784
12489,0.8272471
13013,0.7550555
15228,0.9598249
3806,0.59122384
7536,0.43805116
3821,0.5662726
4305,0.59002113
6213,0.34566677
13175,0.8070011
11885,0.37286872
15987,0.77517533
12965,0.7724469
18077,0.7255384
3166,0.6298573
19410,0.7110677
268,0.6763657
18186,0.78373545
15247,0.7366353
15614,0.6256364
3731,0.43810338
20790,0.64156526
721,0.74521446
3640,0.6315935
15478,0.7790184
7325,0.39020312
751,0.60855126
16534,0.25379872
12125,0.82150215
15854,0.92380446
15607,0.79258794
1406,0.74580014
9362,0.929415
18685,0.7641983
10433,0.11293088
1731,0.6946571
13505,0.60924166
3189,0.65670574
9360,0.26888502
12616,0.58881557
4219,0.6296648
6796,0.30195135
296,0.7255487
7643,0.65118724
3077,0.6967932
3056,0.62126535
784,0.7969878
487,0.64869076
3882,0.4245022
16540,0.61380726
7587,0.3817587
3691,0.6729816
1239,0.7425426
9031,0.24052513
8987,0.58740455
908,0.8029318
947,0.7685716
12569,0.6303084
6412,0.50179845
1521,0.6508249
4608,0.46450195
16554,0.8035505
4326,0.58812964
3937,0.6416447
1524,0.47592583
16039,0.5531796
21142,0.5686415
18209,0.56956965
10449,0.6163243
1427,0.8076948
3307,0.54940933
12669,0.9064351
20724,0.51113963
7603,0.37418574
16066,0.6980277
16056,0.80932456
15503,0.5016739
4762,0.5985717
4475,0.3773194
15581,0.4683175
20966,0.578471
15349,0.65363735
4311,0.5026983
15441,0.2164027
10269,0.19826405
19089,0.4960325
3217,0.65520877
3449,0.6018434
6249,0.9754868
12877,0.5883301
1721,0.6435543
1732,0.6791426
6224,0.3093331
7259,0.5681702
3441,0.55333275
17927,0.4560275
9788,0.76823336
9657,0.2707171
13440,0.56221473
6356,0.29300708
14879,0.75671077
7650,0.33574432
16010,0.9014851
9761,0.49584022
355,0.56945837
16543,0.30910566
1394,0.7131159
3412,0.6193557
3996,0.6297066
1461,0.6005222
1039,0.63626957
6314,0.32855114
98,0.7811302
3961,0.6458425
1613,0.64926726
18708,0.8059614
16401,0.348146
3923,0.6272504
15015,0.7358596
12156,0.9518437
12260,0.42388633
782,0.80141383
18713,0.56194264
9082,0.79311126
11967,0.31365383
6294,0.7039157
15028,0.36531052
10216,0.22311315
267,0.8187541
12819,0.9271977
6228,0.96437466
6740,0.8766306
19282,0.41145733
1032,0.7929292
9266,0.09244298
20924,0.6291113
15467,0.9673758
7160,0.45274374
858,0.75926936
7134,0.3558879
9537,0.13487428
18006,0.86268735
21042,0.5726884
4278,0.48640564
4347,0.41595253
6883,0.38256422
10047,0.5291954
21081,0.60128397
15317,0.36998168
9543,0.31903598
19394,0.55055016
5984,0.3208176
4673,0.4388436
1420,0.6329329
11898,0.6906728
15267,0.95919114
4196,0.647973
18745,0.7825789
12324,0.5964116
14936,0.6991322
21129,0.56414104
9176,0.19718915
10415,0.096962
6305,0.85301834
4128,0.60905665
15497,0.7747692
19178,0.4338245
15906,0.85090876
16156,0.67593944
8907,0.08165376
644,0.7008051
16238,0.34575766
7444,0.9639698
3774,0.5255569
12878,0.5511233
18704,0.7623568
12831,0.95367986
7594,0.49387616
21416,0.59725666
9463,0.09433928
9012,0.28566584
13457,0.8271691
17989,0.4456115
21091,0.55704796
12631,0.7929413
21175,0.56965935
12959,0.83565474
933,0.6757042
9022,0.5962118
21517,0.6222696
12313,0.8323718
13441,0.37868348
928,0.81450796
3663,0.2922616
6060,0.29051793
13101,0.34960285
19359,0.7711389
21570,0.5607645
7442,0.2626901
13454,0.979487
18814,0.6415079
11999,0.38169372
1178,0.70103526
9139,0.40921608
3123,0.5409595
4656,0.57961446
4147,0.4930446
882,0.77491957
545,0.21727693
19534,0.7203785
4027,0.51742184
8978,0.16693129
18743,0.43982312
1258,0.8266949
18017,0.7473509
12244,0.8748213
21003,0.61599565
9280,0.2725621
9347,0.7184274
1158,0.7678784
16068,0.9275383
19209,0.83695406
13205,0.4189351
18014,0.81691813
12629,0.35159346
3343,0.61781263
18448,0.8956002
3680,0.45711845
1596,0.7378772
6067,0.45676082
12798,0.7163577
9475,0.20578414
6007,0.860531
979,0.8124022
7563,0.9159841
6685,0.6180786
6342,0.38230687
12325,0.34605908
9232,0.29577827
3614,0.5885762
3702,0.54110634
6818,0.82430863
3339,0.58136964
21584,0.5599207
1212,0.7569214
18575,0.6694859
7655,0.35155234
9818,0.8608372
10630,0.5121421
20896,0.6482779
20803,0.57499266
9229,0.6786592
13406,0.35862994
3685,0.3843512
19103,0.7524401
75,0.71406907
21114,0.6099773
12758,0.31662792
18885,0.33318275
3298,0.66120017
6942,0.4300489
777,0.7840225
18958,0.200423
16549,0.36085236
7087,0.6016165
11988,0.7010069
12763,0.39765483
16067,0.65640986
18741,0.8205381
6674,0.18883751
4266,0.56065804
13,0.52807105
7207,0.47951376
9367,0.8495286
15749,0.16137213
10601,0.27745983
15828,0.55721426
19281,0.8082649
15117,0.33679727
9331,0.74928945
7051,0.28169712
4536,0.63818973
15670,0.6739411
18786,0.84806633
15083,0.9100957
6501,0.37411124
1078,0.8255442
3329,0.40157098
4431,0.4801795
6842,0.54702187
7353,0.736808
12656,0.52147985
10088,0.8334112
16617,0.81582475
17906,0.7530461
11844,0.7628787
16601,0.28549445
1587,0.7643436
7290,0.40163827
11845,0.6274061
44,0.6423166
6804,0.944337
4511,0.629606
9992,0.1047569
4124,0.33455053
18689,0.42990857
3058,0.55290437
9296,0.3523369
15722,0.92822355
152,0.5460402
3641,0.48788092
12299,0.9858846
16595,0.9824969
18132,0.7537897
6824,0.38033453
3348,0.5303603
11881,0.51032335
3284,0.5515212
12536,0.8358446
4280,0.5785545
1346,0.6344735
6163,0.26088068
6461,0.49193665
6816,0.9212976
3206,0.56084836
361,0.77488047
15600,0.68728185
15653,0.7973057
21138,0.6526805
18319,0.83484405
3235,0.6232983
329,0.6404776
1418,0.68145424
3717,0.50827664
10501,0.14962581
4635,0.54604715
19300,0.6099602
6130,0.38908562
19129,0.46091232
3522,0.5838881
4051,0.55867976
11990,0.8530477
3440,0.6286621
18411,0.4884628
7233,0.35756093
17882,0.5559051
12157,0.6560346
3933,0.5362437
12962,0.45810524
15121,0.8272265
15162,0.5441717
12881,0.84078133
15577,0.5522392
18641,0.7634382
1142,0.70742875
15376,0.68923384
6787,0.48651284
9758,0.6370201
4193,0.5137204
7460,0.3476029
6026,0.9809692
19371,0.31623146
10384,0.18587562
12637,0.9575963
4306,0.56619865
19508,0.62294656
13022,0.89925814
16619,0.67141294
1750,0.6742919
8991,0.08753392
12279,0.37100634
6468,0.5100446
15034,0.9535422
15283,0.55284995
12785,0.7619284
9081,0.5223337
10335,0.81229657
4198,0.61663866
3812,0.50913084
10128,0.4695935
4251,0.5831494
13399,0.8027508
3529,0.6272751
12452,0.6582524
7094,0.26366502
4666,0.61775637
3861,0.4917612
4462,0.7106605
4393,0.6014202
4751,0.6277609
20761,0.5993391
16278,0.78630954
3015,0.609065
12434,0.4761492
354,0.7088578
10253,0.35313722
878,0.7587208
19125,0.6811107
15290,0.29618108
9399,0.6041036
11864,0.61010545
12565,0.6546054
4371,0.6155331
12933,0.21302454
16211,0.82417953
10399,0.6708981
15584,0.9694555
4396,0.63376343
7191,0.38063034
342,0.8339777
14984,0.6395424
422,0.58593845
1110,0.6292586
15956,0.65119916
226,0.6376239
9928,0.90350854
12347,0.8951337
662,0.6017478
15379,0.8551717
21621,0.6373625
15823,0.18242334
10260,0.21525978
18169,0.6601294
6930,0.97741485
6520,0.91235995
20813,0.57100135
6197,0.70586187
20994,0.6263195
10503,0.520961
9236,0.8176865
12540,0.4375065
7539,0.89612526
19513,0.8012602
20928,0.6769475
18561,0.7710416
15810,0.50247586
13504,0.8130578
21101,0.6437788
13120,0.22966605
13380,0.30560905
15368,0.49432534
4331,0.5020935
10009,0.33173954
15316,0.6472493
17892,0.828164
7119,0.20798671
13596,0.44089276
6415,0.60443705
13615,0.26542184
7538,0.6970228
10558,0.87950134
7590,0.967906
21076,0.635718
14873,0.6117893
15625,0.55908805
11863,0.66009516
12015,0.5135739
4250,0.6660485
18127,0.7349062
6373,0.3698803
3962,0.68111426
15807,0.129374
12426,0.35379577
6317,0.9359436
21207,0.7166048
12682,0.3681105
3849,0.61294025
609,0.656404
21074,0.6261295
16530,0.9462485
13510,0.22785944
1226,0.7453713
13460,0.19820563
12769,0.65451056
15832,0.3674857
16396,0.5179472
4175,0.57866526
3119,0.68398124
19422,0.7593684
12277,0.46064585
17949,0.35545883
15859,0.4934829
3125,0.56338954
18616,0.6751343
19092,0.6440262
16393,0.9698467
15338,0.292065
657,0.6787417
9880,0.7130125
13274,0.4385936
21085,0.6319545
10252,0.1706154
4436,0.5752853
3090,0.5446405
841,0.5949237
18413,0.7572581
15412,0.71744925
13127,0.35573065
18793,0.81232476
17921,0.59376514
21289,0.7064031
10244,0.51497316
19080,0.57200104
1284,0.748317
21148,0.48306113
6920,0.81841594
16410,0.84729964
6138,0.80237067
10462,0.3189464
16085,0.9136932
15419,0.9722769
16313,0.20535514
13111,0.6265081
16608,0.564345
56,0.83879435
4052,0.64722747
12218,0.29191726
990,0.71982807
6492,0.61145276
6852,0.9105707
21514,0.5342642
1214,0.7940709
6936,0.5907457
893,0.48008898
15761,0.9437746
18067,0.5333316
21008,0.72476417
12252,0.89688724
16042,0.514508
11924,0.44632837
10500,0.17496811
16109,0.73390955
19463,0.7847283
18847,0.70397246
6109,0.6657088
66,0.740942
993,0.69076234
1099,0.66173387
9865,0.73154944
17845,0.73505455
12726,0.2819047
213,0.6337394
6252,0.2707508
18993,0.55114424
4078,0.62781453
7164,0.84038776
15134,0.3504851
18473,0.8945487
19421,0.8753998
3797,0.62296754
13562,0.3678656
21075,0.63726354
3547,0.56575984
553,0.6431091
16408,0.6133904
16342,0.2477527
10220,0.18067771
3364,0.59924316
1060,0.71152997
20870,0.57985353
18938,0.6325029
3745,0.43037334
1381,0.63702667
16083,0.9489808
962,0.7554353
11971,0.27481005
21319,0.7939192
7307,0.9773985
21033,0.5445313
1636,0.7178715
19328,0.44667584
18180,0.68003887
19381,0.8074552
17860,0.6675781
4552,0.5910215
6288,0.5863695
4744,0.45566872
4358,0.589981
18131,0.62815636
7490,0.5701585
3095,0.43904004
4756,0.55535924
12900,0.4607666
20968,0.511132
10343,0.3959636
7568,0.72873586
6112,0.40266278
14914,0.747382
1085,0.67210376
10203,0.91385764
1749,0.43324906
10607,0.31279328
6032,0.5357249
3539,0.6444868
18164,0.6629266
6078,0.4842969
13069,0.39267278
7618,0.3554721
16439,0.28357288
1378,0.7164898
1487,0.6809246
6941,0.7327446
3263,0.6470952
12548,0.4929533
14867,0.40140864
535,0.6278662
9589,0.8142604
1712,0.7985987
8949,0.16271117
1552,0.5710408
4374,0.19380209
7427,0.51796097
19154,0.5787804
950,0.77147
675,0.66290534
9667,0.81348085
6710,0.24551572
21450,0.5263928
18442,0.90913177
1655,0.6570647
18634,0.37818357
6904,0.96967566
6193,0.53811187
6667,0.44158927
3755,0.62932867
15612,0.62635636
16076,0.5198651
58,0.59952945
17966,0.7667333
3569,0.6434685
21629,0.60676384
11994,0.62054324
16507,0.56276894
77,0.8211512
21024,0.6782029
291,0.8288723
19110,0.5712581
12799,0.28529537
10092,0.9857487
1407,0.68711495
18434,0.81687766
6148,0.36041597
15256,0.56979305
9912,0.7252642
21113,0.54792804
9196,0.36852336
6096,0.71119004
482,0.74965197
9745,0.19104984
15375,0.782636
3139,0.5613132
1411,0.7923391
9405,0.6333956
4455,0.7531854
21409,0.61588484
13148,0.49776515
4568,0.56275326
15822,0.465921
9505,0.6381696
1652,0.64727914
15598,0.5176249
20930,0.685539
14929,0.3082661
3708,0.5856651
1247,0.64497656
2,0.73104596
16582,0.82099825
14955,0.5760851
21220,0.54808253
6600,0.67085236
14976,0.8265452
13180,0.60950506
3629,0.540999
1267,0.6936912
1680,0.54470056
3156,0.52841234
13611,0.6859874
6380,0.47418696
9048,0.1459514
7371,0.842277
19529,0.8439547
1638,0.68263686
21161,0.7481519
1568,0.67307854
12883,0.52355486
3625,0.53181297
1558,0.73010796
9411,0.24501191
9224,0.7177962
10021,0.20277369
864,0.7591298
9985,0.09295427
9572,0.2865494
1376,0.6410181
923,0.62011176
19204,0.6406596
1067,0.72673625
7081,0.44180793
15511,0.87272716
18395,0.91653454
12927,0.34033403
1429,0.5464378
7673,0.39704478
4723,0.6143107
966,0.6297562
17996,0.4098254
15826,0.6141057
4753,0.5520256
3246,0.58192873
6777,0.37775278
6033,0.9637796
18016,0.8709112
16468,0.25449723
10403,0.3697436
1112,0.6439837
13109,0.2813894
6660,0.95376194
21526,0.63530284
7001,0.67211294
10038,0.2483602
12576,0.944117
9724,0.90115553
9281,0.77397937
4113,0.51303905
539,0.66132087
16322,0.89558864
19146,0.79510474
15042,0.9406747
12975,0.8179023
3352,0.32991418
3824,0.6268992
21235,0.5783816
15118,0.29263294
6678,0.6626333
3873,0.73969936
7687,0.7657852
11980,0.919326
21286,0.54211944
14842,0.65764993
7621,0.16806637
1049,0.74297756
7507,0.47296497
775,0.6377185
16236,0.23433065
1642,0.69605136
3694,0.5851968
18541,0.8175
4214,0.6445024
12440,0.9417803
13480,0.9421373
549,0.7269807
1061,0.6050085
15620,0.6052006
10525,0.46872824
16566,0.8731932
16621,0.8491667
18208,0.75834036
21120,0.7583221
20850,0.62043697
490,0.7774808
12060,0.7431798
1001,0.64089644
11893,0.77168673
14917,0.81624573
3856,0.5269339
7045,0.19705054
12926,0.3129859
16413,0.54374194
1624,0.70433897
13486,0.31100866
15183,0.41223595
6192,0.9211257
12835,0.55497277
16369,0.7163308
7522,0.7490287
7504,0.9830132
10095,0.7187263
10005,0.58880544
303,0.8120571
3895,0.5001572
15882,0.6606345
7080,0.78064424
6786,0.93512136
12082,0.8728798
523,0.7579854
9832,0.72253937
9465,0.7255556
19525,0.7150751
6038,0.46373734
9130,0.13491206
3271,0.52727807
16250,0.43561837
9013,0.17050317
3084,0.61804575
975,0.6686218
15714,0.8900051
9349,0.17986856
314,0.76467496
14999,0.8802292
4525,0.48257557
7664,0.63827705
14889,0.7345305
19013,0.7422819
12866,0.87352514
890,0.690881
14858,0.6183119
10107,0.18884832
3516,0.6403727
16361,0.90879285
17,0.6759879
13244,0.615916
16117,0.8831188
7608,0.7814142
318,0.6870763
15426,0.13240999
14931,0.38765344
9426,0.7192514
151,0.57041335
19541,0.8270301
1415,0.84831923
21428,0.56392586
9623,0.3846994
6270,0.9508374
524,0.7057086
6443,0.6377025
4034,0.57196134
9322,0.16978385
18160,0.8728042
13020,0.797487
4061,0.72932184
20973,0.6129158
15526,0.89034337
9113,0.37280965
9938,0.43512726
10029,0.28068018
59,0.735905
16503,0.91877806
6798,0.92607266
7162,0.65906733
4020,0.5763172
11882,0.64957315
7248,0.9191053
562,0.7996086
1441,0.61718
13344,0.81983984
13239,0.23188765
20943,0.61283374
13093,0.96974576
3304,0.58794814
10427,0.6069903
117,0.6951522
7481,0.30547088
11892,0.49484217
9566,0.19019793
454,0.6659195
3331,0.6777901
1248,0.72060394
21141,0.5091567
3870,0.51851237
19094,0.7406282
18173,0.5522406
15070,0.7633958
4236,0.3545016
807,0.75975496
13327,0.9883505
17869,0.504043
15392,0.43706682
6431,0.4408028
723,0.80468446
19086,0.9097449
4312,0.6231585
12007,0.5911748
9274,0.39695722
846,0.6440692
3494,0.5249867
4691,0.61076516
1113,0.7599506
7123,0.22686261
9561,0.5737771
15661,0.18364948
9783,0.85106516
18076,0.60197663
18690,0.47110772
15806,0.78418285
12871,0.49824917
744,0.73953205
7533,0.60504746
9835,0.28116617
18438,0.8614912
931,0.6622669
17976,0.47366455
12113,0.31090686
18050,0.46925494
10323,0.8905623
15542,0.92977124
292,0.79114264
13173,0.35939482
1272,0.7023262
6933,0.7736105
6409,0.58481807
4032,0.61259806
12943,0.72695804
7692,0.88854325
13099,0.9012709
4725,0.6455833
1292,0.63322073
21437,0.5873509
9435,0.17301282
15813,0.70282584
6999,0.40317258
15610,0.88741845
12765,0.6052688
4348,0.6304855
18286,0.6525677
3414,0.62382084
6028,0.4019691
15191,0.730275
21339,0.6077271
16435,0.43980452
12864,0.5203166
9277,0.6810798
9644,0.25598335
12620,0.9202452
13243,0.914024
1281,0.6868883
6545,0.33231175
1717,0.77362686
13368,0.38488978
18421,0.6514432
4011,0.568508
22,0.30332685
12493,0.5392377
11966,0.50844836
6979,0.89335775
7363,0.36480466
18698,0.74881065
12366,0.9327921
3317,0.5634432
4528,0.5968718
8905,0.84056497
19455,0.5432243
6695,0.43643913
4070,0.6155661
6569,0.4436746
21247,0.5853663
12526,0.11037209
16314,0.29346225
6595,0.36963546
11886,0.7765123
15096,0.26362193
16475,0.78560334
15243,0.8325737
10028,0.29807106
10622,0.1960683
15952,0.9498467
15788,0.95889807
12140,0.6070287
264,0.7059845
20953,0.60108316
3074,0.7097468
18302,0.648025
12924,0.90271753
9087,0.23518741
7003,0.9074328
3008,0.59062207
16523,0.90393794
12487,0.7706682
21035,0.6651285
6300,0.9593825
15785,0.7028784
12085,0.7024434
18591,0.73370963
12749,0.8503642
12447,0.94488204
7132,0.29428682
4100,0.5233253
1037,0.5166618
3963,0.6098186
21336,0.67838436
12232,0.7638153
13330,0.95075893
11965,0.7178627
16060,0.64872074
222,0.79966795
7169,0.5825163
12724,0.7404596
4288,0.5287151
13591,0.56794983
13524,0.8566879
19557,0.87188447
15184,0.61326754
11995,0.36409768
1339,0.64798945
7553,0.68948436
15693,0.4440126
15533,0.9396452
6748,0.8470595
6035,0.39630315
12824,0.7460956
19188,0.79283243
12190,0.532355
9536,0.24389331
19034,0.8290877
652,0.6558864
4428,0.63171643
469,0.77385455
